# k     pk_smooth     pk_ratio
0.64628 178.577 -3.42487e-05
0.649787 176.468 -6.09449e-06
0.653314 174.383 2.05309e-05
0.656859 172.32 4.37097e-05
0.660424 170.281 6.14691e-05
0.664009 168.264 7.23372e-05
0.667612 166.269 7.62801e-05
0.671236 164.298 7.34225e-05
0.674879 162.348 6.46224e-05
0.678541 160.421 5.17651e-05
0.682224 158.515 3.68123e-05
0.685927 156.63 2.1481e-05
0.689649 154.767 6.632e-06
0.693392 152.924 -7.06124e-06
0.697155 151.102 -1.89198e-05
0.700939 149.301 -2.82115e-05
0.704743 147.521 -3.44151e-05
0.708568 145.76 -3.80241e-05
0.712414 144.02 -3.94224e-05
0.71628 142.3 -3.84865e-05
0.720168 140.599 -3.50572e-05
0.724076 138.917 -2.92104e-05
0.728006 137.255 -2.17973e-05
0.731957 135.611 -1.38285e-05
0.73593 133.987 -6.25252e-06
0.739924 132.381 5.47585e-07
0.743939 130.793 6.49023e-06
0.747977 129.224 1.14947e-05
0.752036 127.672 1.54129e-05
0.756118 126.138 1.80492e-05
0.760222 124.622 1.95206e-05
0.764348 123.123 2.00188e-05
0.768496 121.641 1.94739e-05
0.772667 120.176 1.77647e-05
0.77686 118.728 1.48233e-05
0.781076 117.297 1.10344e-05
0.785316 115.882 7.01102e-06
0.789578 114.483 3.35701e-06
0.793863 113.1 3.13575e-07
0.798171 111.733 -2.31287e-06
0.802503 110.381 -4.74151e-06
0.806859 109.046 -7.08404e-06
0.811238 107.725 -9.13611e-06
0.815641 106.42 -1.06356e-05
0.820067 105.129 -1.13431e-05
0.824518 103.854 -1.1206e-05
0.828993 102.593 -1.03149e-05
0.833492 101.347 -8.80045e-06
0.838016 100.115 -6.84803e-06
0.842564 98.8971 -4.70406e-06
0.847137 97.6936 -2.61825e-06
0.851734 96.5042 -7.55025e-07
0.856357 95.3286 9.57969e-07
0.861004 94.1667 2.63386e-06
0.865677 93.0184 4.35026e-06
0.870376 91.8834 5.91939e-06
0.875099 90.7618 7.03333e-06
0.879849 89.6533 7.39448e-06
0.884624 88.5578 6.99648e-06
0.889425 87.4751 6.14819e-06
0.894252 86.4052 5.17393e-06
0.899106 85.3477 4.27168e-06
0.903985 84.3026 3.30791e-06
0.908891 83.2698 2.09534e-06
0.913824 82.2492 4.95135e-07
0.918784 81.2405 -1.29162e-06
0.92377 80.2437 -2.91818e-06
0.928784 79.2585 -4.04789e-06
0.933825 78.2849 -4.60726e-06
0.938893 77.3227 -4.79352e-06
0.943988 76.3718 -4.81599e-06
0.949112 75.4321 -4.78321e-06
0.954263 74.5035 -4.55379e-06
0.959442 73.5858 -3.94824e-06
0.964649 72.679 -2.8335e-06
0.969884 71.7828 -1.38287e-06
0.975148 70.8971 1.06228e-07
0.980441 70.022 1.34511e-06
0.985762 69.1573 2.24555e-06
0.991112 68.3028 2.91516e-06
0.996491 67.4585 3.46939e-06
1.0019 66.6242 3.9422e-06
1.00734 65.7998 4.17631e-06
1.0128 64.9852 3.98706e-06
1.0183 64.1803 3.2422e-06
1.02383 63.3851 2.13457e-06
1.02938 62.5992 9.81498e-07
1.03497 61.8228 9.03302e-08
1.04059 61.0555 -4.38878e-07
1.04623 60.2974 -6.98419e-07
1.05191 59.5483 -7.87755e-07
1.05762 58.8082 -7.83032e-07
1.06336 58.0769 -7.08648e-07
1.06913 57.3543 -5.82037e-07
1.07494 56.6403 -4.22092e-07
1.08077 55.9349 -2.56087e-07
1.08664 55.238 -1.13469e-07
1.09253 54.5494 -2.19319e-08
1.09846 53.869 1.62642e-08
1.10442 53.1969 2.12811e-08
1.11042 52.5327 1.40081e-08
1.11644 51.8766 8.7529e-09
1.1225 51.2283 5.99297e-09
1.1286 50.5879 4.46018e-09
1.13472 49.9551 3.06509e-09
1.14088 49.33 1.70035e-09
1.14707 48.7124 5.94324e-10
1.1533 48.1022 -3.77548e-11
1.15956 47.4994 -2.09177e-10
1.16585 46.9039 -1.24599e-10
1.17218 46.3156 6.01008e-12
1.17854 45.7343 5.10878e-11
1.18493 45.1601 3.51139e-11
1.19137 44.5929 1.03073e-12
1.19783 44.0325 -1.51061e-11
1.20433 43.4789 -1.28929e-11
1.21087 42.932 -3.42903e-12
1.21744 42.3918 2.6894e-12
1.22405 41.858 2.83595e-12
1.23069 41.3308 7.26086e-13
1.23737 40.81 2.26485e-13
1.24409 40.2955 2.57994e-12
1.25084 39.7873 4.09273e-12
1.25763 39.2852 5.1914e-13
1.26445 38.7893 -1.00328e-11
1.27131 38.2994 -1.79703e-11
1.27821 37.8155 -1.02018e-11
1.28515 37.3375 2.40723e-11
1.29213 36.8653 6.24509e-11
1.29914 36.3988 5.74354e-11
1.30619 35.9381 -3.8224e-11
1.31328 35.483 -1.93569e-10
1.32041 35.0335 -2.37836e-10
1.32757 34.5895 -1.32088e-11
1.33478 34.1509 1.49845e-10
1.34202 33.7177 1.28153e-10
1.34931 33.2898 3.23266e-11
1.35663 32.8671 -3.27596e-11
1.36399 32.4497 -3.98661e-11
1.37139 32.0373 -1.74193e-11
1.37884 31.63 5.10147e-12
1.38632 31.2278 1.13149e-11
1.39384 30.8304 7.01172e-12
1.40141 30.438 1.44773e-13
1.40901 30.0504 -2.89591e-12
1.41666 29.6676 -2.42606e-12
1.42435 29.2895 -5.81424e-13
1.43208 28.916 6.2883e-13
1.43985 28.5472 7.28972e-13
1.44767 28.1829 2.9643e-13
1.45552 27.8231 -7.9714e-14
1.46342 27.4678 -1.11466e-13
1.47137 27.1168 -2.44249e-15
1.47935 26.7702 4.44089e-16
1.48738 26.4279 -2.45359e-13
1.49545 26.0898 -4.54525e-13
1.50357 25.756 -2.36144e-13
1.51173 25.4262 7.1898e-13
1.51993 25.1005 1.73328e-12
1.52818 24.7789 1.49192e-12
1.53648 24.4613 -1.28786e-12
1.54482 24.1476 -5.557e-12
1.5532 23.8378 -6.71097e-12
1.56163 23.5319 1.56319e-13
1.5701 23.2298 1.59384e-11
1.57863 22.9314 2.60547e-11
1.58719 22.6368 1.22098e-11
1.59581 22.3458 -3.92391e-11
1.60447 22.0585 -9.14174e-11
1.61318 21.7747 -7.64818e-11
1.62193 21.4945 7.13631e-11
1.63073 21.2178 2.92692e-10
1.63959 20.9445 3.46834e-10
1.64848 20.6746 -2.10584e-11
1.65743 20.4082 -7.96026e-10
1.66643 20.145 -9.90226e-10
1.67547 19.8852 -2.30831e-10
1.68456 19.6286 3.27592e-10
1.69371 19.3752 3.62236e-10
1.7029 19.125 1.42641e-10
1.71214 18.8779 -5.75026e-11
1.72143 18.6339 -1.0513e-10
1.73077 18.393 -6.03902e-11
1.74017 18.1551 2.53086e-12
1.74961 17.9202 2.76892e-11
1.75911 17.6883 2.16023e-11
1.76866 17.4593 4.1489e-12
1.77825 17.2331 -6.39389e-12
1.78791 17.0098 -6.91291e-12
1.79761 16.7893 -2.64677e-12
1.80736 16.5716 1.14864e-12
1.81717 16.3567 2.01283e-12
1.82704 16.1444 1.13087e-12
1.83695 15.9348 -6.53921e-14
1.84692 15.7279 -5.17808e-13
1.85695 15.5236 -3.86025e-13
1.86702 15.3218 -6.4948e-14
1.87716 15.1226 8.43769e-14
1.88734 14.926 4.66294e-14
1.89759 14.7318 -1.73195e-14
1.90789 14.54 5.4623e-14
1.91824 14.3507 2.39808e-13
1.92865 14.1638 2.90878e-13
1.93912 13.9793 -5.37348e-14
1.94964 13.7971 -8.07354e-13
1.96022 13.6172 -1.23468e-12
1.97086 13.4396 -4.54525e-13
1.98156 13.2643 2.10276e-12
1.99231 13.0912 4.45621e-12
2.00313 12.9202 3.35754e-12
2.014 12.7515 -4.23583e-12
2.02493 12.5849 -1.45979e-11
2.03592 12.4204 -1.60372e-11
2.04697 12.258 3.57891e-12
2.05808 12.0977 4.33025e-11
2.06925 11.9394 6.45415e-11
2.08048 11.7831 2.19638e-11
2.09177 11.6289 -1.01789e-10
2.10312 11.4766 -1.32393e-10
2.11454 11.3262 -4.9033e-11
2.12601 11.1778 2.66978e-11
2.13755 11.0312 4.1867e-11
2.14915 10.8865 2.21982e-11
2.16082 10.7437 -2.45459e-12
2.17254 10.6027 -1.13058e-11
2.18433 10.4635 -8.20599e-12
2.19619 10.3261 -1.15907e-12
2.20811 10.1904 2.71028e-12
2.22009 10.0565 2.68874e-12
2.23214 9.92432 9.10827e-13
2.24426 9.79381 -5.28577e-13
2.25644 9.66498 -7.98805e-13
2.26868 9.5378 -4.12892e-13
2.28099 9.41225 5.28466e-14
2.29337 9.28831 2.06946e-13
2.30582 9.16597 1.39222e-13
2.31834 9.04519 1.53211e-14
2.33092 8.92597 -2.23155e-14
2.34357 8.80828 8.21565e-15
2.35629 8.69211 2.44249e-14
2.36908 8.57743 -5.34017e-14
2.38193 8.46423 -1.81966e-13
2.39486 8.35249 -1.96509e-13
2.40786 8.24218 7.26086e-14
2.42093 8.1333 5.93081e-13
2.43407 8.02582 8.40661e-13
2.44728 7.91973 2.15605e-13
2.46056 7.81501 -1.59572e-12
2.47391 7.71164 -3.09597e-12
2.48734 7.6096 -2.06601e-12
2.50084 7.50888 3.47522e-12
2.51441 7.40947 1.03664e-11
2.52806 7.31134 1.05183e-11
2.54178 7.21448 -4.31255e-12
2.55557 7.11887 -3.15475e-11
2.56944 7.0245 -4.37369e-11
2.58339 6.93136 -9.95026e-12
2.59741 6.83942 8.50813e-11
2.6115 6.74867 1.61619e-10
2.62568 6.6591 1.04295e-10
2.63993 6.57069 -1.53234e-10
2.65426 6.48342 -2.22271e-10
2.66866 6.39729 -1.09219e-10
2.68314 6.31228 2.0576e-11
2.69771 6.22837 6.21685e-11
2.71235 6.14556 4.19742e-11
2.72707 6.06382 3.6704e-12
2.74187 5.98314 -1.54066e-11
2.75675 5.90351 -1.41178e-11
2.77171 5.82492 -4.15334e-12
2.78675 5.74735 3.20965e-12
2.80188 5.67079 4.30411e-12
2.81709 5.59523 2.04903e-12
2.83237 5.52065 -4.28435e-13
2.84775 5.44705 -1.19749e-12
2.8632 5.37441 -7.94587e-13
2.87874 5.30271 -5.86198e-14
2.89437 5.23195 2.98428e-13
2.91007 5.16211 2.67786e-13
2.92587 5.09319 7.54952e-14
2.94175 5.02516 -6.36158e-14
2.95771 4.95803 -8.32667e-14
2.97376 4.89177 -3.90799e-14
2.9899 4.82638 8.65974e-15
3.00613 4.76184 2.5091e-14
3.02245 4.69815 1.75415e-14
3.03885 4.63529 6.66134e-16
3.05534 4.57326 -1.18794e-14
3.07192 4.51204 -1.59872e-14
3.0886 4.45162 -6.55032e-15
3.10536 4.39199 1.5099e-14
3.12221 4.33315 3.73035e-14
3.13916 4.27507 3.33067e-14
3.1562 4.21776 -2.13163e-14
3.17332 4.1612 -1.12022e-13
3.19055 4.10539 -1.43663e-13
3.20786 4.05031 -1.44329e-14
3.22527 3.99595 3.0953e-13
3.24278 3.9423 5.43565e-13
3.26038 3.88936 3.01759e-13
3.27807 3.83712 -7.28084e-13
3.29586 3.78557 -1.85341e-12
3.31375 3.73469 -1.64024e-12
3.33174 3.68449 6.40599e-13
3.34982 3.63494 1.47127e-12
3.368 3.58605 9.22817e-13
3.38628 3.5378 2.73115e-14
3.40466 3.49019 -3.75588e-13
3.42313 3.44321 -3.18745e-13
3.44171 3.39684 -7.92699e-14
3.46039 3.35109 8.17124e-14
3.47917 3.30594 9.74776e-14
3.49805 3.26139 4.10783e-14
3.51704 3.21743 -1.19904e-14
3.53613 3.17405 -2.19824e-14
3.55532 3.13124 -9.65894e-15
3.57461 3.089 2.22045e-16
3.59401 3.04731 -1.05471e-14
3.61352 3.00618 -2.42029e-14
3.63313 2.9656 -1.38778e-14
3.65285 2.92555 4.10783e-14
3.67267 2.88603 1.02585e-13
3.69261 2.84703 9.01501e-14
3.71265 2.80855 -7.4607e-14
3.7328 2.77058 -3.31513e-13
3.75306 2.73312 -4.04898e-13
3.77342 2.69615 0
3.7939 2.65967 9.46132e-13
3.81449 2.62368 1.56541e-12
3.8352 2.58816 7.57616e-13
3.85601 2.55312 -2.31248e-12
3.87694 2.51854 -5.47373e-12
3.89798 2.48442 -4.6505e-12
3.91914 2.45076 4.12714e-12
3.94041 2.41754 1.74629e-11
3.96179 2.38477 2.09361e-11
3.98329 2.35243 -7.75713e-13
4.00491 2.32052 -5.01756e-11
4.02665 2.28904 -8.14551e-11
4.0485 2.25797 -3.74301e-11
4.07047 2.22732 1.24067e-10
4.09256 2.19708 2.86378e-10
4.11478 2.16724 2.37389e-10
4.13711 2.1378 -2.27237e-10
4.15956 2.10875 -8.77093e-10
4.18214 2.08009 -8.64893e-10
4.20483 2.05181 3.21034e-11
4.22765 2.02391 4.56841e-10
4.2506 1.99639 3.60511e-10
4.27367 1.96923 7.20271e-11
4.29686 1.94243 -1.04866e-10
4.32018 1.91599 -1.14986e-10
4.34363 1.88991 -4.48176e-11
4.3672 1.86417 1.85798e-11
4.39091 1.83878 3.34448e-11
4.41474 1.81373 1.90765e-11
4.4387 1.78901 -9.1549e-13
4.46279 1.76463 -8.84415e-12
4.48701 1.74057 -6.86662e-12
4.51136 1.71683 -1.29252e-12
4.53584 1.69341 2.08744e-12
4.56046 1.67031 2.28439e-12
4.58521 1.64751 9.01945e-13
4.6101 1.62502 -4.50417e-13
4.63512 1.60283 -9.32476e-13
4.66027 1.58094 -6.88671e-13
4.68557 1.55935 7.39409e-14
4.711 1.53804 1.02385e-12
4.73656 1.51702 1.43996e-12
4.76227 1.49629 5.25135e-13
4.78812 1.47583 -2.22089e-12
4.8141 1.45564 -4.72689e-12
4.84023 1.43573 -3.60545e-12
4.8665 1.41609 4.33364e-12
4.89291 1.39671 1.5298e-11
4.91947 1.37759 1.70035e-11
4.94617 1.35872 -3.33378e-12
4.97301 1.34012 -4.51555e-11
5 1.32176 -6.80768e-11
